path,language,duration_s,clipping_rate,vad_ratio,hard_reject_reason
data\audios\hindi\valid-00000-of-00001\b4148eac-3ccd-43b9-ad0e-42f9c19536ee_0_chunk_11.flac,hindi,1.536,0.0,0.2549019607843137,vad_ratio=0.2549 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\b4148eac-3ccd-43b9-ad0e-42f9c19536ee_0_chunk_15.flac,hindi,1.629,0.0,0.24074074074074073,vad_ratio=0.2407 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\b93dfb1c-7d41-4df2-84f9-873e0847fb41_0_chunk_16.flac,hindi,0.638,0.0,0.2857142857142857,vad_ratio=0.2857 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\b93dfb1c-7d41-4df2-84f9-873e0847fb41_0_chunk_6.flac,hindi,0.448,0.0,0.21428571428571427,vad_ratio=0.2143 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\be8ecae0-b79a-4292-a6db-e86e0a66ef7a_0_chunk_17.flac,hindi,1.792,0.0,0.23728813559322035,vad_ratio=0.2373 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\c14bfbbe-7158-456c-b612-8fe2584dada9_1_chunk_9.flac,hindi,0.635,0.0,0.2857142857142857,vad_ratio=0.2857 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\cca8a248-deb1-43ad-86cb-7fd499ee6f17_0_chunk_22.flac,hindi,0.352,0.0,0.2727272727272727,vad_ratio=0.2727 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\cca8a248-deb1-43ad-86cb-7fd499ee6f17_0_chunk_27.flac,hindi,0.45,0.0,0.26666666666666666,vad_ratio=0.2667 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\d1599be2-4b2b-47b0-bc2d-4e0194ddf4e8_0_chunk_1.flac,hindi,4.251,0.0,0.09929078014184398,vad_ratio=0.0993 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\d1599be2-4b2b-47b0-bc2d-4e0194ddf4e8_0_chunk_3.flac,hindi,1.671,0.0,0.2545454545454545,vad_ratio=0.2545 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\d1599be2-4b2b-47b0-bc2d-4e0194ddf4e8_0_chunk_9.flac,hindi,1.795,0.0,0.1864406779661017,vad_ratio=0.1864 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\d8ed6191-63c6-4906-87ce-1784b4a5546c_1_chunk_31.flac,hindi,3.136,0.0,0.2403846153846154,vad_ratio=0.2404 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\d9a774ba-6abf-4355-9c99-cf805c7ba2f6_0_chunk_19.flac,hindi,3.288,0.0,0.08256880733944955,vad_ratio=0.0826 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\dcea38c6-65e7-4272-b764-4a4113f01eac_1_chunk_17.flac,hindi,0.337,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\dcea38c6-65e7-4272-b764-4a4113f01eac_1_chunk_4.flac,hindi,1.1,0.0,0.2777777777777778,vad_ratio=0.2778 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_1.flac,hindi,1.371,0.0,0.26666666666666666,vad_ratio=0.2667 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_13.flac,hindi,1.226,0.0,0.175,vad_ratio=0.175 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_16.flac,hindi,1.396,0.0,0.2391304347826087,vad_ratio=0.2391 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_14.flac,hindi,1.385,0.0,0.15217391304347827,vad_ratio=0.1522 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_19.flac,hindi,1.394,0.0,0.2826086956521739,vad_ratio=0.2826 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_15.flac,hindi,1.867,0.0,0.22580645161290322,vad_ratio=0.2258 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_22.flac,hindi,1.407,0.0,0.15217391304347827,vad_ratio=0.1522 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_20.flac,hindi,1.448,0.0,0.22916666666666666,vad_ratio=0.2292 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_2.flac,hindi,2.714,0.0,0.24444444444444444,vad_ratio=0.2444 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_25.flac,hindi,1.124,0.0,0.1891891891891892,vad_ratio=0.1892 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_26.flac,hindi,1.252,0.0,0.04878048780487805,vad_ratio=0.0488 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_27.flac,hindi,1.403,0.0,0.15217391304347827,vad_ratio=0.1522 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_30.flac,hindi,0.965,0.0,0.1875,vad_ratio=0.1875 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_32.flac,hindi,1.339,0.0,0.06818181818181818,vad_ratio=0.0682 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_28.flac,hindi,2.207,0.0,0.1643835616438356,vad_ratio=0.1644 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_33.flac,hindi,1.165,0.0,0.07894736842105263,vad_ratio=0.0789 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_31.flac,hindi,2.155,0.0,0.28169014084507044,vad_ratio=0.2817 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_34.flac,hindi,1.291,0.0,0.09302325581395349,vad_ratio=0.093 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e2275ca0-64cb-4da8-872f-056385304195_1_chunk_7.flac,hindi,1.396,0.0,0.08695652173913043,vad_ratio=0.087 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e7205aaa-a548-40f9-828f-b82f0be418cb_1_chunk_9.flac,hindi,0.335,0.0,0.18181818181818182,vad_ratio=0.1818 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\e7273dc7-3c69-4fd7-ad71-4de814d3297c_1_chunk_29.flac,hindi,0.946,0.0,0.2903225806451613,vad_ratio=0.2903 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\efaee446-2b9a-429e-a41c-05c1e7ec8f2f_0_chunk_12.flac,hindi,0.941,0.0,0.1935483870967742,vad_ratio=0.1935 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\efaee446-2b9a-429e-a41c-05c1e7ec8f2f_0_chunk_1.flac,hindi,2.238,0.0,0.21621621621621623,vad_ratio=0.2162 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\efaee446-2b9a-429e-a41c-05c1e7ec8f2f_0_chunk_18.flac,hindi,0.823,0.0,0.25925925925925924,vad_ratio=0.2593 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\efaee446-2b9a-429e-a41c-05c1e7ec8f2f_0_chunk_20.flac,hindi,2.441,0.0,0.2345679012345679,vad_ratio=0.2346 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\efaee446-2b9a-429e-a41c-05c1e7ec8f2f_0_chunk_5.flac,hindi,1.581,0.0,0.19230769230769232,vad_ratio=0.1923 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\efaee446-2b9a-429e-a41c-05c1e7ec8f2f_0_chunk_3.flac,hindi,3.522,0.0,0.20512820512820512,vad_ratio=0.2051 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\f6979423-116b-4451-b233-834867621966_0_chunk_15.flac,hindi,1.562,0.0,0.23076923076923078,vad_ratio=0.2308 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\fe712afe-89f0-4c98-a2eb-6ffb97fe9325_1_chunk_12.flac,hindi,2.853,0.0,0.2631578947368421,vad_ratio=0.2632 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\fe712afe-89f0-4c98-a2eb-6ffb97fe9325_1_chunk_5.flac,hindi,2.606,0.0,0.23255813953488372,vad_ratio=0.2326 < adaptive_floor=0.2909
data\audios\hindi\valid-00000-of-00001\fe712afe-89f0-4c98-a2eb-6ffb97fe9325_1_chunk_29.flac,hindi,4.215,0.0,0.20714285714285716,vad_ratio=0.2071 < adaptive_floor=0.2909
data\audios\tamil\train-00000-of-00078\04309f4d-b323-4d85-968e-404e8167fc06_0_chunk_11.flac,tamil,0.927,0.0,0.3,vad_ratio=0.3 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\04309f4d-b323-4d85-968e-404e8167fc06_0_chunk_8.flac,tamil,2.154,0.0,0.30985915492957744,vad_ratio=0.3099 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\0ddb2c53-0bdd-447c-9ecc-3882a6f7fef8_0_chunk_10.flac,tamil,0.687,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\119ae515-1e0a-412a-8cee-344b2c655d7a_1_chunk_12.flac,tamil,2.565,0.0,0.18823529411764706,vad_ratio=0.1882 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\119ae515-1e0a-412a-8cee-344b2c655d7a_1_chunk_6.flac,tamil,2.988,0.0,0.1919191919191919,vad_ratio=0.1919 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\1f5d6e1d-4647-4a4c-b9ce-560769b95c7b_1_chunk_6.flac,tamil,0.481,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\1f61a57e-fe70-429d-84e3-007be3cf6d6a_0_chunk_16.flac,tamil,1.987,0.0,0.22727272727272727,vad_ratio=0.2273 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\23f403a3-5a4a-4362-b925-fa705b15681a_0_chunk_36.flac,tamil,0.553,0.0,0.2777777777777778,vad_ratio=0.2778 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\23f403a3-5a4a-4362-b925-fa705b15681a_0_chunk_32.flac,tamil,2.225,0.0,0.2972972972972973,vad_ratio=0.2973 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\25c974de-9e8d-44e8-8743-f274acb8be3f_0_chunk_19.flac,tamil,4.142,0.0,0.18115942028985507,vad_ratio=0.1812 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\27cb7de7-f9c6-4426-9343-e370ce5aecd2_0_chunk_25.flac,tamil,2.078,0.0,0.2753623188405797,vad_ratio=0.2754 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224743974998_chunk_1.flac,tamil,21.816,0.0,0.24621733149931224,vad_ratio=0.2462 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744033157_chunk_1.flac,tamil,4.093,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744124262_chunk_1.flac,tamil,9.179,0.0,0.24918032786885247,vad_ratio=0.2492 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744125242_chunk_1.flac,tamil,11.476,0.0,0.06806282722513089,vad_ratio=0.0681 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744125615_chunk_1.flac,tamil,1.428,0.0,0.2765957446808511,vad_ratio=0.2766 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744135263_chunk_1.flac,tamil,4.375,0.0,0.15172413793103448,vad_ratio=0.1517 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744167531_chunk_1.flac,tamil,0.979,0.0,0.25,vad_ratio=0.25 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744219610_chunk_1.flac,tamil,2.011,0.0,0.05970149253731343,vad_ratio=0.0597 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744222562_chunk_2.flac,tamil,1.586,0.0,0.25,vad_ratio=0.25 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744227660_chunk_1.flac,tamil,1.397,0.0,0.2826086956521739,vad_ratio=0.2826 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3096224744279795_chunk_1.flac,tamil,6.139,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\385a8819-3a45-4a10-ba8d-03e16113309c_1_chunk_21.flac,tamil,1.407,0.0,0.30434782608695654,vad_ratio=0.3043 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\3ab4de67-520a-40b2-920c-f097f90ce145_1_chunk_5.flac,tamil,0.76,0.0,0.2,vad_ratio=0.2 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\4d193991-ae82-426b-8a12-0d7c01cbf30a_0_chunk_10.flac,tamil,2.34,0.0,0.20512820512820512,vad_ratio=0.2051 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\59d22b7a-52f6-402f-8f65-d2d4cd2b753c_0_chunk_14.flac,tamil,2.204,0.0,0.2876712328767123,vad_ratio=0.2877 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\59d22b7a-52f6-402f-8f65-d2d4cd2b753c_0_chunk_23.flac,tamil,0.739,0.0,0.25,vad_ratio=0.25 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\623e8a1c-1d18-450a-8072-951745c224a7_0_chunk_16.flac,tamil,3.803,0.0,0.2777777777777778,vad_ratio=0.2778 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\6bf9c1e1-ad69-4e69-b1b6-6a90982cec5a_0_chunk_10.flac,tamil,0.947,0.0,0.22580645161290322,vad_ratio=0.2258 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\6e455099-5e87-4f95-b023-470b109db6eb_0_chunk_12.flac,tamil,2.216,0.0,0.1506849315068493,vad_ratio=0.1507 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\7016db07-665e-408b-b371-28c273a4814e_1_chunk_12.flac,tamil,7.84,0.0,0.23371647509578544,vad_ratio=0.2337 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\72914193-a2f3-4c80-b201-dfdfa6921a3d_0_chunk_12.flac,tamil,1.311,0.0,0.20930232558139536,vad_ratio=0.2093 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\72914193-a2f3-4c80-b201-dfdfa6921a3d_0_chunk_19.flac,tamil,0.546,0.0,0.16666666666666666,vad_ratio=0.1667 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\77a76bc2-f4a7-4565-a441-a3986d4a5125_0_chunk_29.flac,tamil,0.351,0.0,0.2727272727272727,vad_ratio=0.2727 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\77a76bc2-f4a7-4565-a441-a3986d4a5125_0_chunk_31.flac,tamil,0.304,0.0,0.3,vad_ratio=0.3 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\7dfa382f-37ca-4a08-a0f5-deda45f0a56b_1_chunk_11.flac,tamil,0.581,0.0,0.2631578947368421,vad_ratio=0.2632 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\7dfa382f-37ca-4a08-a0f5-deda45f0a56b_1_chunk_13.flac,tamil,0.919,0.0,0.23333333333333334,vad_ratio=0.2333 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\900c1079-59d9-4af0-bfe5-db8c971e16c9_0_chunk_21.flac,tamil,1.979,0.0,0.3076923076923077,vad_ratio=0.3077 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\900c1079-59d9-4af0-bfe5-db8c971e16c9_0_chunk_18.flac,tamil,2.905,0.0,0.2604166666666667,vad_ratio=0.2604 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\a2b965ea-0c49-4da6-909f-42639ec62998_1_chunk_31.flac,tamil,2.589,0.0,0.2558139534883721,vad_ratio=0.2558 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\ac90d48a-1d48-41ec-891a-87b81acbfe63_1_chunk_22.flac,tamil,3.249,0.0,0.2222222222222222,vad_ratio=0.2222 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\acdb520a-7d34-4875-a913-61685ea0d4a8_0_chunk_8.flac,tamil,0.747,0.0,0.16666666666666666,vad_ratio=0.1667 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\aefbf7f7-0ede-49c2-9b76-fa4be1b55511_0_chunk_21.flac,tamil,3.137,0.0,0.2980769230769231,vad_ratio=0.2981 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\c7619d22-4ccb-4639-85ef-8ce54037c9c1_0_chunk_19.flac,tamil,0.926,0.0,0.23333333333333334,vad_ratio=0.2333 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\c7619d22-4ccb-4639-85ef-8ce54037c9c1_0_chunk_23.flac,tamil,0.938,0.0,0.1935483870967742,vad_ratio=0.1935 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\d5b5a7c7-ecaf-47ae-85b9-a7635e552c40_1_chunk_9.flac,tamil,0.732,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\f17dfa2e-0de3-43e5-ab15-e6a19d002412_0_chunk_10.flac,tamil,0.93,0.0,0.16129032258064516,vad_ratio=0.1613 < adaptive_floor=0.3125
data\audios\tamil\train-00000-of-00078\f17dfa2e-0de3-43e5-ab15-e6a19d002412_0_chunk_12.flac,tamil,1.408,0.0,0.17391304347826086,vad_ratio=0.1739 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\1baced23-5f6a-41e8-8ccf-32b5db8adf4b_0_chunk_12.flac,tamil,0.64,0.0,0.2857142857142857,vad_ratio=0.2857 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\1baced23-5f6a-41e8-8ccf-32b5db8adf4b_0_chunk_21.flac,tamil,0.928,0.0,0.23333333333333334,vad_ratio=0.2333 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\1baced23-5f6a-41e8-8ccf-32b5db8adf4b_0_chunk_26.flac,tamil,0.541,0.0,0.2222222222222222,vad_ratio=0.2222 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\1baced23-5f6a-41e8-8ccf-32b5db8adf4b_0_chunk_28.flac,tamil,0.929,0.0,0.23333333333333334,vad_ratio=0.2333 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\1baced23-5f6a-41e8-8ccf-32b5db8adf4b_0_chunk_33.flac,tamil,4.428,0.0,0.30612244897959184,vad_ratio=0.3061 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\1baced23-5f6a-41e8-8ccf-32b5db8adf4b_0_chunk_8.flac,tamil,3.808,0.0,0.29365079365079366,vad_ratio=0.2937 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224743987614_chunk_1.flac,tamil,5.64,0.0,0.2872340425531915,vad_ratio=0.2872 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224744061330_chunk_1.flac,tamil,5.091,0.0,0.17159763313609466,vad_ratio=0.1716 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224744154109_chunk_10.flac,tamil,1.026,0.0,0.29411764705882354,vad_ratio=0.2941 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224744219628_chunk_1.flac,tamil,0.916,0.0,0.1,vad_ratio=0.1 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224744223520_chunk_1.flac,tamil,8.791,0.0,0.03754266211604096,vad_ratio=0.0375 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224744223520_chunk_8.flac,tamil,7.332,0.0,0.08196721311475409,vad_ratio=0.082 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224744324906_chunk_1.flac,tamil,0.62,0.0,0.25,vad_ratio=0.25 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\3096224744334841_chunk_1.flac,tamil,1.103,0.0,0.19444444444444445,vad_ratio=0.1944 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\32ae33ed-b6ab-4972-a1f1-c2a82e12052a_1_chunk_1.flac,tamil,1.106,0.0,0.2777777777777778,vad_ratio=0.2778 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\32ae33ed-b6ab-4972-a1f1-c2a82e12052a_1_chunk_10.flac,tamil,0.942,0.0,0.1935483870967742,vad_ratio=0.1935 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\32ae33ed-b6ab-4972-a1f1-c2a82e12052a_1_chunk_17.flac,tamil,0.859,0.0,0.03571428571428571,vad_ratio=0.0357 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\447cacd9-43e5-4ebc-9e72-6abeff517c55_0_chunk_11.flac,tamil,1.887,0.0,0.14516129032258066,vad_ratio=0.1452 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\447cacd9-43e5-4ebc-9e72-6abeff517c55_0_chunk_13.flac,tamil,1.983,0.0,0.24242424242424243,vad_ratio=0.2424 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\5105fcff-6f31-475b-8146-7875657b0c91_0_chunk_17.flac,tamil,1.209,0.0,0.15,vad_ratio=0.15 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\5105fcff-6f31-475b-8146-7875657b0c91_0_chunk_34.flac,tamil,0.827,0.0,0.25925925925925924,vad_ratio=0.2593 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\58580340-f577-4b48-893b-6d20157b6fd0_0_chunk_18.flac,tamil,0.543,0.0,0.2777777777777778,vad_ratio=0.2778 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\59e5dc77-3399-4704-90bd-144ad4a5a71c_0_chunk_6.flac,tamil,1.893,0.0,0.23809523809523808,vad_ratio=0.2381 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\59e5dc77-3399-4704-90bd-144ad4a5a71c_0_chunk_7.flac,tamil,2.036,0.0,0.16417910447761194,vad_ratio=0.1642 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\5dd76fde-8678-470b-9e08-03ea903c0944_1_chunk_27.flac,tamil,1.89,0.0,0.23809523809523808,vad_ratio=0.2381 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\5feca037-7c10-4ad0-8ba7-e45b816f1938_0_chunk_13.flac,tamil,1.983,0.0,0.2878787878787879,vad_ratio=0.2879 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\61856a06-0087-492d-b134-a96877698211_1_chunk_11.flac,tamil,2.643,0.0,0.20454545454545456,vad_ratio=0.2045 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\62d65bae-d2a3-4b1c-bb24-54be02a3a8b3_1_chunk_8.flac,tamil,0.658,0.0,0.23809523809523808,vad_ratio=0.2381 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\71f61362-6fc1-461f-9459-d7f61daaf5b7_1_chunk_10.flac,tamil,1.827,0.0,0.3,vad_ratio=0.3 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\71f61362-6fc1-461f-9459-d7f61daaf5b7_1_chunk_36.flac,tamil,0.572,0.0,0.21052631578947367,vad_ratio=0.2105 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\71f61362-6fc1-461f-9459-d7f61daaf5b7_1_chunk_6.flac,tamil,0.539,0.0,0.23529411764705882,vad_ratio=0.2353 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\7a545dc0-a81d-4318-b3ad-e0caf458a6cb_0_chunk_24.flac,tamil,2.181,0.0,0.2638888888888889,vad_ratio=0.2639 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\7abef6ec-c442-43bc-9d29-bfea73085961_1_chunk_21.flac,tamil,1.43,0.0,0.2127659574468085,vad_ratio=0.2128 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\7abef6ec-c442-43bc-9d29-bfea73085961_1_chunk_20.flac,tamil,5.275,0.0,0.26285714285714284,vad_ratio=0.2629 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\7bc74fbf-8812-4139-8ed4-54097e9bd5fd_1_chunk_20.flac,tamil,1.022,0.0,0.23529411764705882,vad_ratio=0.2353 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\7bc74fbf-8812-4139-8ed4-54097e9bd5fd_1_chunk_24.flac,tamil,1.023,0.0,0.20588235294117646,vad_ratio=0.2059 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\981cf138-944e-4ae5-b5a6-21bbeb1a32ec_1_chunk_11.flac,tamil,0.484,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\981cf138-944e-4ae5-b5a6-21bbeb1a32ec_1_chunk_16.flac,tamil,0.619,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\981cf138-944e-4ae5-b5a6-21bbeb1a32ec_1_chunk_17.flac,tamil,0.565,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\981cf138-944e-4ae5-b5a6-21bbeb1a32ec_1_chunk_22.flac,tamil,0.492,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\98b52a14-d616-4420-afbd-5470548e2aff_0_chunk_5.flac,tamil,1.89,0.0,0.2857142857142857,vad_ratio=0.2857 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\9b3fdd0e-71c7-4e07-82e8-607281a3759e_0_chunk_17.flac,tamil,1.143,0.0,0.05263157894736842,vad_ratio=0.0526 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\a750cd71-aee4-4276-a199-268c9eab5564_1_chunk_20.flac,tamil,4.082,0.0,0.11029411764705882,vad_ratio=0.1103 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\a8133774-f3e0-4ecb-aab4-749a4d36eafd_0_chunk_18.flac,tamil,2.655,0.0,0.26136363636363635,vad_ratio=0.2614 < adaptive_floor=0.3125
data\audios\tamil\train-00001-of-00078\a8133774-f3e0-4ecb-aab4-749a4d36eafd_1_chunk_8.flac,tamil,0.333,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.3125
